keyword_id,keyword,parent_region,country,city,amenity_facet,search_intent,funnel_stage,est_monthly_volume,est_keyword_difficulty,serp_strength,business_value,freshness_sensitivity,content_type,page_type,programmatic_suitability,featured_snippet_opportunity,ai_overview_potential,comparison_intent,affiliate_intent,local_intent,priority_score
S2-0351,Gran Canaria Spain remote work workation retreats for distributed teams,Europe,Spain,Gran Canaria,workation retreats for distributed teams,Informational / Navigational,TOFU,1113,27,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),82.7
S2-0352,best coliving in Gran Canaria budget friendly coliving under 1000,Europe,Spain,Gran Canaria,budget friendly coliving under 1000,Commercial Investigation,MOFU,1126,32,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Comparative City Hub Directory,Extremely High (100%),High,High,High,High,High (City specific),77.3
S2-0353,Gran Canaria workation spaces with budget friendly coliving under 1000,Europe,Spain,Gran Canaria,budget friendly coliving under 1000,Informational / Navigational,TOFU,1139,9,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),99.0
S2-0354,Gran Canaria Spain remote work budget friendly coliving under 1000,Europe,Spain,Gran Canaria,budget friendly coliving under 1000,Informational / Navigational,TOFU,1152,14,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),97.4
S2-0355,best coliving in Gran Canaria luxury executive workation apartments,Europe,Spain,Gran Canaria,luxury executive workation apartments,Commercial Investigation,MOFU,1165,19,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Comparative City Hub Directory,Extremely High (100%),High,High,High,High,High (City specific),92.0
S2-0356,Gran Canaria workation spaces with luxury executive workation apartments,Europe,Spain,Gran Canaria,luxury executive workation apartments,Informational / Navigational,TOFU,1178,24,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),86.7
S2-0357,Gran Canaria Spain remote work luxury executive workation apartments,Europe,Spain,Gran Canaria,luxury executive workation apartments,Informational / Navigational,TOFU,1191,29,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),81.3
S2-0358,best coliving in Gran Canaria coliving with private ensuite bathroom,Europe,Spain,Gran Canaria,coliving with private ensuite bathroom,Commercial Investigation,MOFU,1204,34,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Comparative City Hub Directory,Extremely High (100%),High,High,High,High,High (City specific),76.0
S2-0359,Gran Canaria workation spaces with coliving with private ensuite bathroom,Europe,Spain,Gran Canaria,coliving with private ensuite bathroom,Informational / Navigational,TOFU,1217,11,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),99.0
S2-0360,Gran Canaria Spain remote work coliving with private ensuite bathroom,Europe,Spain,Gran Canaria,coliving with private ensuite bathroom,Informational / Navigational,TOFU,1230,16,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),96.1
S2-0361,best coliving in Tenerife verified high speed fiber wifi,Europe,Spain,Tenerife,verified high speed fiber wifi,Commercial Investigation,MOFU,1243,21,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Comparative City Hub Directory,Extremely High (100%),High,High,High,High,High (City specific),90.7
S2-0362,Tenerife workation spaces with verified high speed fiber wifi,Europe,Spain,Tenerife,verified high speed fiber wifi,Informational / Navigational,TOFU,1256,26,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),85.4
S2-0363,Tenerife Spain remote work verified high speed fiber wifi,Europe,Spain,Tenerife,verified high speed fiber wifi,Informational / Navigational,TOFU,1269,31,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),80.0
S2-0364,best coliving in Tenerife ergonomic chairs standing desks,Europe,Spain,Tenerife,ergonomic chairs standing desks,Commercial Investigation,MOFU,1282,8,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Comparative City Hub Directory,Extremely High (100%),High,High,High,High,High (City specific),99.0
S2-0365,Tenerife workation spaces with ergonomic chairs standing desks,Europe,Spain,Tenerife,ergonomic chairs standing desks,Informational / Navigational,TOFU,1295,13,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),99.0
S2-0366,Tenerife Spain remote work ergonomic chairs standing desks,Europe,Spain,Tenerife,ergonomic chairs standing desks,Informational / Navigational,TOFU,1308,18,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),94.7
S2-0367,best coliving in Tenerife private soundproof phone call booths,Europe,Spain,Tenerife,private soundproof phone call booths,Commercial Investigation,MOFU,1321,23,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Comparative City Hub Directory,Extremely High (100%),High,High,High,High,High (City specific),89.4
S2-0368,Tenerife workation spaces with private soundproof phone call booths,Europe,Spain,Tenerife,private soundproof phone call booths,Informational / Navigational,TOFU,1334,28,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),84.0
S2-0369,Tenerife Spain remote work private soundproof phone call booths,Europe,Spain,Tenerife,private soundproof phone call booths,Informational / Navigational,TOFU,1347,33,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),78.7
S2-0370,best coliving in Tenerife backup generator battery power ups,Europe,Spain,Tenerife,backup generator battery power ups,Commercial Investigation,MOFU,1360,10,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Comparative City Hub Directory,Extremely High (100%),High,High,High,High,High (City specific),99.0
S2-0371,Tenerife workation spaces with backup generator battery power ups,Europe,Spain,Tenerife,backup generator battery power ups,Informational / Navigational,TOFU,1373,15,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),98.8
S2-0372,Tenerife Spain remote work backup generator battery power ups,Europe,Spain,Tenerife,backup generator battery power ups,Informational / Navigational,TOFU,1386,20,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),93.4
S2-0373,best coliving in Tenerife monthly private room rates cost,Europe,Spain,Tenerife,monthly private room rates cost,Transactional / Commercial,BOFU,1399,25,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Property Pricing & Booking Directory,Extremely High (100%),High,High,High,Very High,High (City specific),88.0
S2-0374,Tenerife workation spaces with monthly private room rates cost,Europe,Spain,Tenerife,monthly private room rates cost,Transactional / Commercial,BOFU,1412,30,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Property Pricing & Booking Directory,Extremely High (100%),High,High,High,Very High,High (City specific),82.7
S2-0375,Tenerife Spain remote work monthly private room rates cost,Europe,Spain,Tenerife,monthly private room rates cost,Transactional / Commercial,BOFU,1425,35,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Property Pricing & Booking Directory,Extremely High (100%),High,High,High,Very High,High (City specific),77.3
S2-0376,best coliving in Tenerife digital nomad visa requirements,Europe,Spain,Tenerife,digital nomad visa requirements,Commercial Investigation,MOFU,1438,12,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Comparative City Hub Directory,Extremely High (100%),High,High,High,High,High (City specific),99.0
S2-0377,Tenerife workation spaces with digital nomad visa requirements,Europe,Spain,Tenerife,digital nomad visa requirements,Informational / Navigational,TOFU,1451,17,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),97.4
S2-0378,Tenerife Spain remote work digital nomad visa requirements,Europe,Spain,Tenerife,digital nomad visa requirements,Informational / Navigational,TOFU,1464,22,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),92.1
S2-0379,best coliving in Tenerife quiet focused coworking spaces,Europe,Spain,Tenerife,quiet focused coworking spaces,Commercial Investigation,MOFU,1477,27,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Comparative City Hub Directory,Extremely High (100%),High,High,High,High,High (City specific),86.7
S2-0380,Tenerife workation spaces with quiet focused coworking spaces,Europe,Spain,Tenerife,quiet focused coworking spaces,Informational / Navigational,TOFU,1490,32,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),81.4
S2-0381,Tenerife Spain remote work quiet focused coworking spaces,Europe,Spain,Tenerife,quiet focused coworking spaces,Informational / Navigational,TOFU,1503,9,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),99.0
S2-0382,best coliving in Tenerife community coliving for remote developers,Europe,Spain,Tenerife,community coliving for remote developers,Commercial Investigation,MOFU,1516,14,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Comparative City Hub Directory,Extremely High (100%),High,High,High,High,High (City specific),99.0
S2-0383,Tenerife workation spaces with community coliving for remote developers,Europe,Spain,Tenerife,community coliving for remote developers,Informational / Navigational,TOFU,1529,19,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),96.1
S2-0384,Tenerife Spain remote work community coliving for remote developers,Europe,Spain,Tenerife,community coliving for remote developers,Informational / Navigational,TOFU,1542,24,Weak (Generic Booking / Stale Blogs),Very High (Booking Commission 10-15%),High (2026 Rates),Programmatic Directory Listing,Structured Property Profile,Extremely High (100%),High,High,High,Medium,High (City specific),90.7
